Identifikácia a flow,,,,,,,W11 – údaje o zvierati,,,Interné spracovanie,,
ID,Typ situácie,Kategória,Podkategória,Druh zvieraťa,W02 – akútna vetva,Poradie framov,Univerzálne checkboxy,Druhovo špecifické checkboxy,Placeholder voľného opisu,Interný návrh orgánu,Dôvod prečo tento orgán ,Poznámka pre IT / dizajn
TYR-060,Týrané / zanedbávané,Vtáky,Malé vtáky a spevavce,Škorec,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody alebo z hniezda
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci vták/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
TYR-061,Týrané / zanedbávané,Vtáky,Malé vtáky a spevavce,Pinka,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody alebo z hniezda
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci vták/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
TYR-062,Týrané / zanedbávané,Vtáky,Malé vtáky a spevavce,Červienka,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody alebo z hniezda
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci vták/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
TYR-063,Týrané / zanedbávané,Vtáky,Holuby,Holub,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody alebo z hniezda
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci vták/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
TYR-064,Týrané / zanedbávané,Vtáky,Holuby,Hrdlička,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody alebo z hniezda
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci vták/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
TYR-065,Týrané / zanedbávané,Ryby a vodné živočíchy,,Ryba,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Hromadné ochorenie, poranenia alebo úhyn bez riešenia
• Krutá manipulácia alebo preprava
• Kruté usmrcovanie","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,Ryba v chove – ochrana zvierat a podmienky chovu.,
TYR-066,Týrané / zanedbávané,Ryby a vodné živočíchy,,Rak,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Hromadné ochorenie, poranenia alebo úhyn bez riešenia
• Krutá manipulácia alebo preprava
• Kruté usmrcovanie","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP – manuálne posúdenie,Vodný bezstavovec – admin posúdi veterinárnu a druhovú ochranu podľa konkrétneho druhu.,
TYR-067,Týrané / zanedbávané,Ryby a vodné živočíchy,,Lastúrnik,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Hromadné ochorenie, poranenia alebo úhyn bez riešenia
• Krutá manipulácia alebo preprava
• Kruté usmrcovanie","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP – manuálne posúdenie,Vodný bezstavovec – admin posúdi veterinárnu a druhovú ochranu podľa konkrétneho druhu.,
TYR-068,Týrané / zanedbávané,Ryby a vodné živočíchy,,Vodná korytnačka,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Plaz/exotický alebo chránený druh – welfare RVPS, držba a pôvod SIŽP.",
TYR-069,Týrané / zanedbávané,Ryby a vodné živočíchy,,Vydra,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Chránený vodný cicavec – welfare RVPS, ochrana druhu SIŽP.",
TYR-070,Týrané / zanedbávané,Ryby a vodné živočíchy,,Bobor,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Chránený vodný cicavec – welfare RVPS, ochrana druhu SIŽP.",
TYR-071,Týrané / zanedbávané,Plazy,,Had,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci plaz/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
TYR-072,Týrané / zanedbávané,Plazy,,Užovka,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci plaz/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
TYR-073,Týrané / zanedbávané,Plazy,,Vretenica,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci plaz/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
TYR-074,Týrané / zanedbávané,Plazy,,Jašterica,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Podozrenie na odobratie z voľnej prírody
• Podozrenie na chýbajúce povolenie, doklad o pôvode alebo označenie
• Nevhodné podmienky chovu alebo neliečené zranenie
• Je ponúkané na internete alebo na predaj","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Voľne žijúci plaz/chránený živočích – welfare RVPS, ochrana druhu a držba SIŽP.",
